0.909204   ,0.740401
0.910252   ,0.741011
0.911303   ,0.741624
0.912359   ,0.74224
0.913418   ,0.742858
0.91448    ,0.74348
0.915547   ,0.744105
0.916617   ,0.744732
0.917691   ,0.745362
0.918769   ,0.745996
0.849068   ,0.252252
0.854884   ,0.256774
0.860709   ,0.261302
0.866541   ,0.265836
0.872382   ,0.270376
0.878232   ,0.274921
0.88409    ,0.279473
0.889957   ,0.284031
0.895832   ,0.288594
0.901716   ,0.293163
0.831262   ,0.278623
0.83661    ,0.282766
0.841965   ,0.286914
0.847329   ,0.291067
0.852701   ,0.295226
0.85808    ,0.299391
0.863468   ,0.303561
0.868863   ,0.307737
0.874267   ,0.311918
0.879678   ,0.316105
0.747995   ,0.335615
0.751883   ,0.338579
0.755778   ,0.341547
0.759679   ,0.344519
0.763586   ,0.347496
0.767499   ,0.350477
0.771419   ,0.353463
0.775345   ,0.356453
0.779277   ,0.359448
0.783216   ,0.362447
0.787162   ,0.36545
0.791113   ,0.368459
0.795071   ,0.371471
0.799036   ,0.374489
0.803007   ,0.377511
0.806984   ,0.380537
0.810968   ,0.383568
0.814959   ,0.386604
0.818956   ,0.389644
0.822959   ,0.392689
0.826969   ,0.395738
0.830986   ,0.398792
0.835009   ,0.401851
0.839038   ,0.404915
0.843075   ,0.407983
0.847118   ,0.411055
0.851167   ,0.414133
0.855224   ,0.417215
0.859286   ,0.420302
0.863356   ,0.423393
0.575837   ,0.331766
0.578046   ,0.333387
0.580259   ,0.335011
0.582476   ,0.336638
0.584698   ,0.338268
0.586924   ,0.339901
0.589154   ,0.341538
0.591389   ,0.343177
0.593628   ,0.344819
0.595871   ,0.346465
0.598119   ,0.348114
0.600371   ,0.349766
0.602627   ,0.351421
0.604888   ,0.353079
0.607153   ,0.35474
0.609422   ,0.356405
0.611696   ,0.358073
0.613974   ,0.359744
0.616257   ,0.361418
0.618544   ,0.363095
0.624026   ,0.50124
0.624852   ,0.501721
0.625682   ,0.502204
0.626515   ,0.50269
0.62735    ,0.503178
0.628189   ,0.503668
0.62903    ,0.504161
0.629875   ,0.504655
0.630722   ,0.505152
0.631573   ,0.505652
0.632426   ,0.506154
0.633283   ,0.506658
0.634143   ,0.507164
0.635005   ,0.507673
0.635871   ,0.508184
0.63674    ,0.508697
0.637611   ,0.509213
0.638486   ,0.509731
0.639364   ,0.510251
0.640245   ,0.510773
0.641129   ,0.511298
0.642016   ,0.511826
0.642906   ,0.512356
0.643799   ,0.512888
0.644695   ,0.513422
0.645594   ,0.513959
0.646497   ,0.514498
0.647402   ,0.515039
0.648311   ,0.515583
0.649223   ,0.516129
0.677618   ,0.565882
0.678269   ,0.56621
0.678924   ,0.566541
0.679581   ,0.566873
0.680241   ,0.567208
0.680904   ,0.567545
0.68157    ,0.567884
0.682239   ,0.568226
0.682911   ,0.56857
0.683586   ,0.568916
0.696639   ,0.555579
0.697594   ,0.556152
0.698552   ,0.556728
0.699514   ,0.557306
0.700479   ,0.557886
0.701447   ,0.558469
0.702418   ,0.559054
0.703392   ,0.559642
0.70437    ,0.560232
0.705351   ,0.560825
0.706336   ,0.561421
0.707324   ,0.562019
0.708315   ,0.562619
0.709309   ,0.563222
0.710307   ,0.563827
0.711308   ,0.564435
0.712312   ,0.565046
0.71332    ,0.565659
0.71433    ,0.566275
0.715345   ,0.566893
0.716362   ,0.567514
0.717383   ,0.568137
0.718408   ,0.568763
0.719435   ,0.569391
0.720466   ,0.570022
0.721501   ,0.570656
0.722539   ,0.571292
0.72358    ,0.57193
0.724624   ,0.572572
0.725672   ,0.573215
0.726724   ,0.573862
0.727778   ,0.574511
0.728837   ,0.575163
0.729898   ,0.575817
0.730963   ,0.576474
0.732032   ,0.577133
0.733103   ,0.577795
0.734179   ,0.57846
0.735258   ,0.579127
0.73634    ,0.579797
0.737425   ,0.58047
0.738514   ,0.581145
0.739607   ,0.581823
0.740703   ,0.582503
0.741802   ,0.583186
0.742905   ,0.583872
0.744012   ,0.58456
0.745122   ,0.585251
0.746235   ,0.585945
0.747352   ,0.586641
0.623327   ,0.367398
0.625619   ,0.369078
0.627915   ,0.370761
0.630216   ,0.372448
0.632521   ,0.374137
0.634831   ,0.37583
0.637145   ,0.377527
0.639464   ,0.379226
0.641787   ,0.380929
0.644115   ,0.382635
0.646447   ,0.384344
0.648783   ,0.386056
0.651125   ,0.387772
0.65347    ,0.389491
0.655821   ,0.391213
0.658176   ,0.392939
0.660535   ,0.394668
0.662899   ,0.3964
0.665268   ,0.398136
0.667641   ,0.399875
0.670018   ,0.401617
0.672401   ,0.403363
0.674788   ,0.405112
0.67718    ,0.406864
0.679576   ,0.40862
0.681977   ,0.410379
0.684382   ,0.412141
0.686793   ,0.413907
0.689208   ,0.415676
0.691627   ,0.417449
0.694052   ,0.419225
0.696481   ,0.421004
0.698914   ,0.422787
0.701353   ,0.424573
0.703796   ,0.426363
0.706244   ,0.428156
0.708697   ,0.429952
0.711154   ,0.431752
0.713617   ,0.433556
0.716084   ,0.435363
0.718555   ,0.437173
0.721032   ,0.438987
0.723514   ,0.440804
0.726      ,0.442625
0.728491   ,0.44445
0.730987   ,0.446277
0.733488   ,0.448109
0.735993   ,0.449944
0.738504   ,0.451782
0.741019   ,0.453624
0.74354    ,0.45547
0.746065   ,0.457319
0.748595   ,0.459172
0.75113    ,0.461028
0.75367    ,0.462888
0.756215   ,0.464751
0.758765   ,0.466618
0.76132    ,0.468488
0.76388    ,0.470363
0.766445   ,0.47224
0.769014   ,0.474122
0.771589   ,0.476007
0.774169   ,0.477895
0.776754   ,0.479788
0.779344   ,0.481684
0.781939   ,0.483583
0.784539   ,0.485487
0.787144   ,0.487393
0.789754   ,0.489304
0.792369   ,0.491218
0.794989   ,0.493136
0.797615   ,0.495058
0.800245   ,0.496983
0.802881   ,0.498913
0.805521   ,0.500845
0.808167   ,0.502782
0.810818   ,0.504722
0.813475   ,0.506666
0.816136   ,0.508614
0.818803   ,0.510566
0.666157   ,0.695711
0.665266   ,0.694779
0.664376   ,0.693848
0.663487   ,0.692919
0.6626     ,0.69199
0.661714   ,0.691063
0.66083    ,0.690137
0.659947   ,0.689213
0.659065   ,0.688289
0.658184   ,0.687367
0.990451   ,1.5064
0.983885   ,1.50077
0.977315   ,1.49513
0.970742   ,1.48949
0.964165   ,1.48386
0.957584   ,1.47821
0.951      ,1.47257
0.944411   ,1.46693
0.937819   ,1.46128
0.931223   ,1.45563
0.640314   ,0.354101
0.642922   ,0.356036
0.645535   ,0.357975
0.648152   ,0.359918
0.650775   ,0.361864
0.653402   ,0.363813
0.656034   ,0.365766
0.658671   ,0.367723
0.661313   ,0.369682
0.663959   ,0.371646
0.629983   ,0.361623
0.632405   ,0.363408
0.634831   ,0.365196
0.637262   ,0.366988
0.639698   ,0.368783
0.642139   ,0.370582
0.644584   ,0.372384
0.647033   ,0.374189
0.649487   ,0.375998
0.651946   ,0.37781
0.648373   ,0.446544
0.650045   ,0.447712
0.65172    ,0.448883
0.6534     ,0.450057
0.655083   ,0.451234
0.656771   ,0.452413
0.658462   ,0.453596
0.660157   ,0.454781
0.661856   ,0.455969
0.663559   ,0.45716
0.565012   ,0.216352
0.568382   ,0.218925
0.571758   ,0.221502
0.575139   ,0.224083
0.578525   ,0.226667
0.581917   ,0.229255
0.585315   ,0.231847
0.588717   ,0.234443
0.592126   ,0.237043
0.595539   ,0.239646
0.389909   ,-0.223112
0.396362   ,-0.217985
0.402824   ,-0.212852
0.409293   ,-0.207714
0.415771   ,-0.20257
0.422257   ,-0.197421
0.428751   ,-0.192266
0.435254   ,-0.187105
0.441764   ,-0.181939
0.448283   ,-0.176768
0.146813   ,-0.811016
0.157303   ,-0.802542
