epoch,0,0.779655,0.187944,6.93694
epoch,1,0.783793,0.191982,19.3104
epoch,2,0.787891,0.19598,31.7395
epoch,3,0.791951,0.199939,44.2237
epoch,4,0.795971,0.20386,56.7625
epoch,5,0.799954,0.207743,69.3554
epoch,6,0.803899,0.211587,82.0019
epoch,7,0.807806,0.215395,96.3565
epoch,8,0.811676,0.219165,110.772
epoch,9,0.786036,0.296831,12.4112
epoch,10,0.78806,0.298755,26.4423
epoch,11,0.790065,0.300661,40.5039
epoch,12,0.792053,0.302548,54.5955
epoch,13,0.794022,0.304418,68.717
epoch,14,0.795974,0.306269,84.4837
epoch,15,0.797908,0.308104,100.284
epoch,16,0.799825,0.309921,117.748
epoch,17,0.801725,0.311721,135.249
epoch,18,0.803608,0.313504,152.787
epoch,19,0.787745,0.354669,15.6372
epoch,20,0.788629,0.355453,32.8678
epoch,21,0.789507,0.35623,50.1146
epoch,22,0.790377,0.357001,67.3775
epoch,23,0.791241,0.357765,84.6562
epoch,24,0.792098,0.358522,101.951
epoch,25,0.792949,0.359272,119.261
epoch,26,0.793793,0.360016,136.587
epoch,27,0.79463,0.360754,153.928
epoch,28,0.795461,0.361485,171.285
epoch,29,0.785805,0.380042,15.5864
epoch,30,0.786162,0.380299,32.7535
epoch,31,0.786518,0.380555,49.9264
epoch,32,0.786872,0.380809,67.1048
epoch,33,0.787224,0.381062,84.289
epoch,34,0.787575,0.381313,101.479
epoch,35,0.787925,0.381562,118.674
epoch,36,0.788273,0.38181,135.875
epoch,37,0.788619,0.382057,153.082
epoch,38,0.788964,0.382302,170.294
epoch,39,0.781238,0.38861,15.4906
epoch,40,0.781378,0.388651,32.5467
epoch,41,0.781519,0.388691,49.6042
epoch,42,0.781661,0.388733,66.6632
epoch,43,0.781803,0.388775,83.7236
epoch,44,0.781945,0.388817,100.785
epoch,45,0.782088,0.38886,117.849
epoch,46,0.782232,0.388904,134.914
epoch,47,0.782376,0.388948,151.98
epoch,48,0.782521,0.388993,169.048
epoch,49,0.775517,0.389044,15.3729
epoch,50,0.775591,0.389018,33.0706
epoch,51,0.775667,0.388993,51.5416
epoch,52,0.775744,0.38897,70.0127
epoch,53,0.775822,0.388948,88.4839
epoch,54,0.775901,0.388928,106.955
epoch,55,0.775982,0.388908,124.641
epoch,56,0.776063,0.38889,140.749
epoch,57,0.776146,0.388873,156.066
epoch,58,0.77623,0.388857,171.382
epoch,59,0.7686,0.387742,13.6354
epoch,60,0.768631,0.387674,28.8179
epoch,61,0.768664,0.387606,43.9989
epoch,62,0.768698,0.387541,59.1786
epoch,63,0.768735,0.387477,74.3571
epoch,64,0.768772,0.387415,89.5343
epoch,65,0.768812,0.387354,104.71
epoch,66,0.768853,0.387295,121.373
epoch,67,0.768895,0.387238,138.034
epoch,68,0.76894,0.387182,154.693
epoch,69,0.758404,0.385538,14.9259
epoch,70,0.758377,0.385411,31.3804
epoch,71,0.758353,0.385287,47.8323
epoch,72,0.758331,0.385165,64.2816
epoch,73,0.758311,0.385045,80.7284
